Station,Date,Year,Month,Day,Daily.Rainfall.Total..mm.,Mean.Temperature...C.,Maximum.Temperature...C.,Minimum.Temperature...C.,Latitude,Longitude,Date_mine,Month_Name,Week,Weekday
Changi,2022-12-16,2022,12,16,7.2,27.3,32.2,24.2,1.3678,103.9826,2023-12-16,December,50,6
Changi,2022-12-17,2022,12,17,37,27,31.1,23.9,1.3678,103.9826,2023-12-17,December,50,7
Changi,2022-12-18,2022,12,18,10.2,26.6,30.9,24.6,1.3678,103.9826,2023-12-18,December,50,1
Changi,2022-12-19,2022,12,19,0.4,25.9,27.9,24.7,1.3678,103.9826,2023-12-19,December,51,2
Changi,2022-12-20,2022,12,20,0,27,31.3,23.8,1.3678,103.9826,2023-12-20,December,51,3
Changi,2022-12-21,2022,12,21,0,27.1,31.2,24.4,1.3678,103.9826,2023-12-21,December,51,4
Changi,2022-12-22,2022,12,22,9,25.9,29.3,23.4,1.3678,103.9826,2023-12-22,December,51,5
Changi,2022-12-23,2022,12,23,0.8,26.4,30.3,24.2,1.3678,103.9826,2023-12-23,December,51,6
Changi,2022-12-24,2022,12,24,0,27.1,30.3,25.3,1.3678,103.9826,2023-12-24,December,51,7
Changi,2022-12-25,2022,12,25,0,27.4,31.7,25.3,1.3678,103.9826,2023-12-25,December,51,1
Changi,2022-12-26,2022,12,26,0,27.4,31,25.7,1.3678,103.9826,2023-12-26,December,52,2
Changi,2022-12-27,2022,12,27,0,27.4,30.4,25.8,1.3678,103.9826,2023-12-27,December,52,3
Changi,2022-12-28,2022,12,28,0.2,26.8,30.1,25.3,1.3678,103.9826,2023-12-28,December,52,4
Changi,2022-12-29,2022,12,29,15.8,26.3,30.3,23.1,1.3678,103.9826,2023-12-29,December,52,5
Changi,2022-12-30,2022,12,30,0,27.2,31.1,25,1.3678,103.9826,2023-12-30,December,52,6
Changi,2022-12-31,2022,12,31,0,27.4,31.3,24.6,1.3678,103.9826,2023-12-31,December,52,7
Changi,2023-01-01,2023,1,1,0,27.2,30.6,25.3,1.3678,103.9826,2023-01-01,January,52,1
Changi,2023-01-02,2023,1,2,0,27.4,31.6,25.1,1.3678,103.9826,2023-01-02,January,1,2
Changi,2023-01-03,2023,1,3,6,27.4,31.8,24.4,1.3678,103.9826,2023-01-03,January,1,3
Changi,2023-01-04,2023,1,4,2.6,26.2,28.6,23.9,1.3678,103.9826,2023-01-04,January,1,4
Changi,2023-01-05,2023,1,5,0.2,27.1,31.3,25.2,1.3678,103.9826,2023-01-05,January,1,5
Changi,2023-01-06,2023,1,6,0,28,33.6,25.5,1.3678,103.9826,2023-01-06,January,1,6
Changi,2023-01-07,2023,1,7,3.8,27.6,32.4,25.5,1.3678,103.9826,2023-01-07,January,1,7
Changi,2023-01-08,2023,1,8,0,28.2,34.2,25.3,1.3678,103.9826,2023-01-08,January,1,1
Changi,2023-01-09,2023,1,9,0,27.3,30.8,25.2,1.3678,103.9826,2023-01-09,January,2,2
Changi,2023-01-10,2023,1,10,3,27.2,31,25.3,1.3678,103.9826,2023-01-10,January,2,3
Changi,2023-01-11,2023,1,11,6.8,26,29.2,24.3,1.3678,103.9826,2023-01-11,January,2,4
Changi,2023-01-12,2023,1,12,0,27.6,31.9,24.4,1.3678,103.9826,2023-01-12,January,2,5
Changi,2023-01-13,2023,1,13,5,27.2,32.2,24.2,1.3678,103.9826,2023-01-13,January,2,6
Changi,2023-01-14,2023,1,14,0.6,27.2,32.2,24.9,1.3678,103.9826,2023-01-14,January,2,7
Changi,2023-01-15,2023,1,15,0,27.5,32.5,25.4,1.3678,103.9826,2023-01-15,January,2,1
Changi,2023-01-16,2023,1,16,0,27.6,31.6,25.2,1.3678,103.9826,2023-01-16,January,3,2
Changi,2023-01-17,2023,1,17,0,28,32.1,25.3,1.3678,103.9826,2023-01-17,January,3,3
Changi,2023-01-18,2023,1,18,0.4,27.4,31.1,25.1,1.3678,103.9826,2023-01-18,January,3,4
Changi,2023-01-19,2023,1,19,18,26.2,29.5,24.3,1.3678,103.9826,2023-01-19,January,3,5
Changi,2023-01-20,2023,1,20,25.4,25.7,28.8,24.3,1.3678,103.9826,2023-01-20,January,3,6
Changi,2023-01-21,2023,1,21,0.4,27.4,31.5,24.9,1.3678,103.9826,2023-01-21,January,3,7
Changi,2023-01-22,2023,1,22,9.8,26.7,30.1,24.2,1.3678,103.9826,2023-01-22,January,3,1
Changi,2023-01-23,2023,1,23,44.8,25.5,28.2,24,1.3678,103.9826,2023-01-23,January,4,2
Changi,2023-01-24,2023,1,24,42.8,24.1,25.4,22.9,1.3678,103.9826,2023-01-24,January,4,3
Changi,2023-01-25,2023,1,25,72,23.9,25.1,22.9,1.3678,103.9826,2023-01-25,January,4,4
Changi,2023-01-26,2023,1,26,8.8,24.9,27.2,23.4,1.3678,103.9826,2023-01-26,January,4,5
Changi,2023-01-27,2023,1,27,0.2,27,31.3,24.2,1.3678,103.9826,2023-01-27,January,4,6
Changi,2023-01-28,2023,1,28,10.6,24.2,25.1,23.5,1.3678,103.9826,2023-01-28,January,4,7
Changi,2023-01-29,2023,1,29,19.6,24.3,25.7,22.4,1.3678,103.9826,2023-01-29,January,4,1
Changi,2023-01-30,2023,1,30,2.6,25.6,29.2,24.1,1.3678,103.9826,2023-01-30,January,5,2
Changi,2023-01-31,2023,1,31,19.2,25,27,23.6,1.3678,103.9826,2023-01-31,January,5,3
Changi,2023-02-01,2023,2,1,0,26.7,30.7,24.1,1.3678,103.9826,2023-02-01,February,5,4
Changi,2023-02-02,2023,2,2,1.4,27,31.4,24.1,1.3678,103.9826,2023-02-02,February,5,5
Changi,2023-02-03,2023,2,3,2.8,26.8,31.1,23.6,1.3678,103.9826,2023-02-03,February,5,6
Changi,2023-02-04,2023,2,4,26.4,24.9,28.3,23.9,1.3678,103.9826,2023-02-04,February,5,7
Changi,2023-02-05,2023,2,5,4.8,26.4,31.6,24.6,1.3678,103.9826,2023-02-05,February,5,1
Changi,2023-02-06,2023,2,6,0,27,31.9,24.6,1.3678,103.9826,2023-02-06,February,6,2
Changi,2023-02-07,2023,2,7,0,27,31.4,24.3,1.3678,103.9826,2023-02-07,February,6,3
Changi,2023-02-08,2023,2,8,0,27.5,31.1,25.1,1.3678,103.9826,2023-02-08,February,6,4
Changi,2023-02-09,2023,2,9,0,27.5,31,25.6,1.3678,103.9826,2023-02-09,February,6,5
Changi,2023-02-10,2023,2,10,1.6,27.5,31.8,25.3,1.3678,103.9826,2023-02-10,February,6,6
Changi,2023-02-11,2023,2,11,0,27.5,31,25.7,1.3678,103.9826,2023-02-11,February,6,7
Changi,2023-02-12,2023,2,12,53.2,25.6,30.5,22.8,1.3678,103.9826,2023-02-12,February,6,1
Changi,2023-02-13,2023,2,13,11.8,26.7,31.7,24.1,1.3678,103.9826,2023-02-13,February,7,2
Changi,2023-02-14,2023,2,14,33.6,26.8,32,24.6,1.3678,103.9826,2023-02-14,February,7,3
Changi,2023-02-15,2023,2,15,18.6,26,29.4,21.7,1.3678,103.9826,2023-02-15,February,7,4
Changi,2023-02-16,2023,2,16,0,26.8,30.6,23.8,1.3678,103.9826,2023-02-16,February,7,5
Changi,2023-02-17,2023,2,17,0,27.1,30.9,24.1,1.3678,103.9826,2023-02-17,February,7,6
Changi,2023-02-18,2023,2,18,0,27.8,31.8,25.2,1.3678,103.9826,2023-02-18,February,7,7
Changi,2023-02-19,2023,2,19,0,28,31.9,25.8,1.3678,103.9826,2023-02-19,February,7,1
Changi,2023-02-20,2023,2,20,1.6,27.2,31.4,25.5,1.3678,103.9826,2023-02-20,February,8,2
Changi,2023-02-21,2023,2,21,0,27.5,31.3,25,1.3678,103.9826,2023-02-21,February,8,3
Changi,2023-02-22,2023,2,22,0,27.5,30.9,25.5,1.3678,103.9826,2023-02-22,February,8,4
Changi,2023-02-23,2023,2,23,0,27.6,31.5,25.8,1.3678,103.9826,2023-02-23,February,8,5
Changi,2023-02-24,2023,2,24,0,27.9,31.1,25.8,1.3678,103.9826,2023-02-24,February,8,6
Changi,2023-02-25,2023,2,25,0,27.3,31,24.8,1.3678,103.9826,2023-02-25,February,8,7
Changi,2023-02-26,2023,2,26,12.2,27.3,31.2,24.1,1.3678,103.9826,2023-02-26,February,8,1
Changi,2023-02-27,2023,2,27,1.6,26.7,30.6,24.5,1.3678,103.9826,2023-02-27,February,9,2
Changi,2023-02-28,2023,2,28,154.8,24.9,28.4,22,1.3678,103.9826,2023-02-28,February,9,3
Changi,2023-03-01,2023,3,1,90.2,23.9,26.9,21.8,1.3678,103.9826,2023-03-01,March,9,4
Changi,2023-03-02,2023,3,2,29.8,24.8,30,23.2,1.3678,103.9826,2023-03-02,March,9,5
Changi,2023-03-03,2023,3,3,38.2,24.7,25.7,23.7,1.3678,103.9826,2023-03-03,March,9,6
Changi,2023-03-04,2023,3,4,24.6,24.4,25.5,22.7,1.3678,103.9826,2023-03-04,March,9,7
Changi,2023-03-05,2023,3,5,12.2,25.3,28.2,24,1.3678,103.9826,2023-03-05,March,9,1
Changi,2023-03-06,2023,3,6,0.2,25.6,29.1,23.6,1.3678,103.9826,2023-03-06,March,10,2
Changi,2023-03-07,2023,3,7,0.2,26.5,29.7,24.2,1.3678,103.9826,2023-03-07,March,10,3
Changi,2023-03-08,2023,3,8,0,27.1,30.9,24.8,1.3678,103.9826,2023-03-08,March,10,4
Changi,2023-03-09,2023,3,9,0,27.6,31.2,25.3,1.3678,103.9826,2023-03-09,March,10,5
Changi,2023-03-10,2023,3,10,0,27.5,30.7,25.7,1.3678,103.9826,2023-03-10,March,10,6
Changi,2023-03-11,2023,3,11,0,27.4,30.6,25.6,1.3678,103.9826,2023-03-11,March,10,7
Changi,2023-03-12,2023,3,12,0,27.6,31.9,25.1,1.3678,103.9826,2023-03-12,March,10,1
Changi,2023-03-13,2023,3,13,0,27.2,31,25.4,1.3678,103.9826,2023-03-13,March,11,2
Changi,2023-03-14,2023,3,14,0,26.9,30.4,24.9,1.3678,103.9826,2023-03-14,March,11,3
Changi,2023-03-15,2023,3,15,0,27.1,31.3,24.3,1.3678,103.9826,2023-03-15,March,11,4
Changi,2023-03-16,2023,3,16,0,27.6,31.7,25.1,1.3678,103.9826,2023-03-16,March,11,5
Changi,2023-03-17,2023,3,17,0,27.8,31.9,25.2,1.3678,103.9826,2023-03-17,March,11,6
Changi,2023-03-18,2023,3,18,0,27.8,32.3,25.4,1.3678,103.9826,2023-03-18,March,11,7
Changi,2023-03-19,2023,3,19,0,28,32.3,26.1,1.3678,103.9826,2023-03-19,March,11,1
Changi,2023-03-20,2023,3,20,0,28.2,32.6,26.4,1.3678,103.9826,2023-03-20,March,12,2
Changi,2023-03-21,2023,3,21,6.4,27.1,31,22.8,1.3678,103.9826,2023-03-21,March,12,3
Changi,2023-03-22,2023,3,22,0,28,32.8,25.7,1.3678,103.9826,2023-03-22,March,12,4
Changi,2023-03-23,2023,3,23,0,28.7,33.2,25.7,1.3678,103.9826,2023-03-23,March,12,5
Changi,2023-03-24,2023,3,24,6.8,28,33.1,24.7,1.3678,103.9826,2023-03-24,March,12,6
Changi,2023-03-25,2023,3,25,6.2,26.3,32.5,24.3,1.3678,103.9826,2023-03-25,March,12,7
Changi,2023-03-26,2023,3,26,0,27.4,31.8,24.5,1.3678,103.9826,2023-03-26,March,12,1
Changi,2023-03-27,2023,3,27,19.4,26,27.8,22.9,1.3678,103.9826,2023-03-27,March,13,2
Changi,2023-03-28,2023,3,28,0,28.8,33.5,25.3,1.3678,103.9826,2023-03-28,March,13,3
Changi,2023-03-29,2023,3,29,0,28.8,33.6,26,1.3678,103.9826,2023-03-29,March,13,4
Changi,2023-03-30,2023,3,30,9.2,28.4,32.9,24,1.3678,103.9826,2023-03-30,March,13,5
Changi,2023-03-31,2023,3,31,0,28.7,33,25.6,1.3678,103.9826,2023-03-31,March,13,6
Changi,2023-04-01,2023,4,1,85.8,27.5,31.3,23.8,1.3678,103.9826,2023-04-01,April,13,7
Changi,2023-04-02,2023,4,2,5.6,27.7,32.5,24.7,1.3678,103.9826,2023-04-02,April,13,1
Changi,2023-04-03,2023,4,3,23.4,26.5,28.5,24.1,1.3678,103.9826,2023-04-03,April,14,2
Changi,2023-04-04,2023,4,4,0,28.5,33.8,25.3,1.3678,103.9826,2023-04-04,April,14,3
Changi,2023-04-05,2023,4,5,0,27.3,30.1,24.5,1.3678,103.9826,2023-04-05,April,14,4
Changi,2023-04-06,2023,4,6,0.2,28.3,32,25.4,1.3678,103.9826,2023-04-06,April,14,5
Changi,2023-04-07,2023,4,7,1.2,27.2,31.5,25.6,1.3678,103.9826,2023-04-07,April,14,6
Changi,2023-04-08,2023,4,8,0,27.8,33.4,25.4,1.3678,103.9826,2023-04-08,April,14,7
Changi,2023-04-09,2023,4,9,0,28.8,33.1,25.9,1.3678,103.9826,2023-04-09,April,14,1
Changi,2023-04-10,2023,4,10,0.2,28.6,33.5,25.9,1.3678,103.9826,2023-04-10,April,15,2
Changi,2023-04-11,2023,4,11,0,28.8,32.8,25.7,1.3678,103.9826,2023-04-11,April,15,3
Changi,2023-04-12,2023,4,12,0,29.2,34.3,26,1.3678,103.9826,2023-04-12,April,15,4
Changi,2023-04-13,2023,4,13,2.8,28.5,32.6,25.5,1.3678,103.9826,2023-04-13,April,15,5
Changi,2023-04-14,2023,4,14,9.2,28.7,33.3,25.9,1.3678,103.9826,2023-04-14,April,15,6
Changi,2023-04-15,2023,4,15,18.2,28.9,33,25.4,1.3678,103.9826,2023-04-15,April,15,7
Changi,2023-04-16,2023,4,16,17.8,27.9,32.3,23,1.3678,103.9826,2023-04-16,April,15,1
Changi,2023-04-17,2023,4,17,3.4,28.5,33.7,25.9,1.3678,103.9826,2023-04-17,April,16,2
Changi,2023-04-18,2023,4,18,0,29.6,34.1,27.2,1.3678,103.9826,2023-04-18,April,16,3
Changi,2023-04-19,2023,4,19,0,29.3,31.7,27.8,1.3678,103.9826,2023-04-19,April,16,4
Changi,2023-04-20,2023,4,20,0.4,28.3,31.5,25,1.3678,103.9826,2023-04-20,April,16,5
Changi,2023-04-21,2023,4,21,1.8,28.6,32.5,25.5,1.3678,103.9826,2023-04-21,April,16,6
Changi,2023-04-22,2023,4,22,0,29.4,33.7,27.5,1.3678,103.9826,2023-04-22,April,16,7
Changi,2023-04-23,2023,4,23,0,29.8,33.2,28.1,1.3678,103.9826,2023-04-23,April,16,1
Changi,2023-04-24,2023,4,24,4.2,29.6,33.3,26.1,1.3678,103.9826,2023-04-24,April,17,2
Changi,2023-04-25,2023,4,25,0.8,28.8,32.9,27.2,1.3678,103.9826,2023-04-25,April,17,3
Changi,2023-04-26,2023,4,26,0.6,29.4,33,26.4,1.3678,103.9826,2023-04-26,April,17,4
Changi,2023-04-27,2023,4,27,0,29.3,32.7,27,1.3678,103.9826,2023-04-27,April,17,5
Changi,2023-04-28,2023,4,28,0.8,28.5,32.3,26.4,1.3678,103.9826,2023-04-28,April,17,6
Changi,2023-04-29,2023,4,29,45.8,28.5,34,25,1.3678,103.9826,2023-04-29,April,17,7
Changi,2023-04-30,2023,4,30,0.6,28.5,32,26.4,1.3678,103.9826,2023-04-30,April,17,1
Changi,2023-05-01,2023,5,1,0,29.7,33.5,26.6,1.3678,103.9826,2023-05-01,May,18,2
Changi,2023-05-02,2023,5,2,0,29.7,33,27.4,1.3678,103.9826,2023-05-02,May,18,3
Changi,2023-05-03,2023,5,3,0,29.3,33.4,27.4,1.3678,103.9826,2023-05-03,May,18,4
Changi,2023-05-04,2023,5,4,0,29.2,34.2,26.9,1.3678,103.9826,2023-05-04,May,18,5
Changi,2023-05-05,2023,5,5,19.8,28.8,32.3,26.3,1.3678,103.9826,2023-05-05,May,18,6
Changi,2023-05-06,2023,5,6,0.2,29.4,33.6,26.1,1.3678,103.9826,2023-05-06,May,18,7
Changi,2023-05-07,2023,5,7,1,28.5,30.6,26,1.3678,103.9826,2023-05-07,May,18,1
Changi,2023-05-08,2023,5,8,0,30.1,33.1,27.1,1.3678,103.9826,2023-05-08,May,19,2
Changi,2023-05-09,2023,5,9,0,29.8,33.2,26.9,1.3678,103.9826,2023-05-09,May,19,3
Changi,2023-05-10,2023,5,10,0,30.6,34,28.8,1.3678,103.9826,2023-05-10,May,19,4
Changi,2023-05-11,2023,5,11,0,30.4,33.7,28.7,1.3678,103.9826,2023-05-11,May,19,5
Changi,2023-05-12,2023,5,12,0,30.3,34,27.9,1.3678,103.9826,2023-05-12,May,19,6
Changi,2023-05-13,2023,5,13,0,30.7,35,27.7,1.3678,103.9826,2023-05-13,May,19,7
Changi,2023-05-14,2023,5,14,0,30.1,34.1,27.8,1.3678,103.9826,2023-05-14,May,19,1
Changi,2023-05-15,2023,5,15,0,29.3,33.5,27.2,1.3678,103.9826,2023-05-15,May,20,2
Changi,2023-05-16,2023,5,16,6.4,27.5,30.5,23.9,1.3678,103.9826,2023-05-16,May,20,3
Changi,2023-05-17,2023,5,17,34.6,27.9,32.2,23.4,1.3678,103.9826,2023-05-17,May,20,4
Changi,2023-05-18,2023,5,18,0,29.2,32.8,26.5,1.3678,103.9826,2023-05-18,May,20,5
Changi,2023-05-19,2023,5,19,3.6,28.9,32.4,25.6,1.3678,103.9826,2023-05-19,May,20,6
Changi,2023-05-20,2023,5,20,1.2,29.7,32.1,27.8,1.3678,103.9826,2023-05-20,May,20,7
Changi,2023-05-21,2023,5,21,4,27.4,29.4,23.6,1.3678,103.9826,2023-05-21,May,20,1
Changi,2023-05-22,2023,5,22,0,29.4,33.4,26.2,1.3678,103.9826,2023-05-22,May,21,2
Changi,2023-05-23,2023,5,23,0.4,29.3,33.7,25.5,1.3678,103.9826,2023-05-23,May,21,3
Changi,2023-05-24,2023,5,24,0,30,33.1,28,1.3678,103.9826,2023-05-24,May,21,4
Changi,2023-05-25,2023,5,25,0,30.4,33.2,29,1.3678,103.9826,2023-05-25,May,21,5
Changi,2023-05-26,2023,5,26,30.2,28.8,31.1,25,1.3678,103.9826,2023-05-26,May,21,6
Changi,2023-05-27,2023,5,27,0,29.4,33,27.3,1.3678,103.9826,2023-05-27,May,21,7
Changi,2023-05-28,2023,5,28,0,29.6,32.9,26.4,1.3678,103.9826,2023-05-28,May,21,1
Changi,2023-05-29,2023,5,29,11.4,29.7,33.7,24.6,1.3678,103.9826,2023-05-29,May,22,2
Changi,2023-05-30,2023,5,30,0,29.8,33.4,27.9,1.3678,103.9826,2023-05-30,May,22,3
Changi,2023-05-31,2023,5,31,0,30.2,33.2,28.5,1.3678,103.9826,2023-05-31,May,22,4
Changi,2023-06-01,2023,6,1,16.2,27.4,29.7,23.9,1.3678,103.9826,2023-06-01,June,22,5
Changi,2023-06-02,2023,6,2,0,29.4,33.2,25.8,1.3678,103.9826,2023-06-02,June,22,6
Changi,2023-06-03,2023,6,3,1.6,29.6,33,27,1.3678,103.9826,2023-06-03,June,22,7
Changi,2023-06-04,2023,6,4,51.6,27.6,31.1,23.9,1.3678,103.9826,2023-06-04,June,22,1
Changi,2023-06-05,2023,6,5,0,29.2,33.5,25.6,1.3678,103.9826,2023-06-05,June,23,2
Changi,2023-06-06,2023,6,6,2.6,28.4,31,25.4,1.3678,103.9826,2023-06-06,June,23,3
Changi,2023-06-07,2023,6,7,0,29.1,31.9,27.6,1.3678,103.9826,2023-06-07,June,23,4
Changi,2023-06-08,2023,6,8,2.2,29.3,32.5,26.9,1.3678,103.9826,2023-06-08,June,23,5
Changi,2023-06-09,2023,6,9,0,29.8,32.7,27.6,1.3678,103.9826,2023-06-09,June,23,6
Changi,2023-06-10,2023,6,10,0,29.8,32.8,28,1.3678,103.9826,2023-06-10,June,23,7
Changi,2023-06-11,2023,6,11,0.4,29.7,32.1,26.3,1.3678,103.9826,2023-06-11,June,23,1
Changi,2023-06-12,2023,6,12,46.2,27.6,30.7,23.8,1.3678,103.9826,2023-06-12,June,24,2
Changi,2023-06-13,2023,6,13,0.2,28.8,32.5,25.6,1.3678,103.9826,2023-06-13,June,24,3
Changi,2023-06-14,2023,6,14,0.4,28.6,30.1,26.3,1.3678,103.9826,2023-06-14,June,24,4
Changi,2023-06-15,2023,6,15,0,29,32.2,26.5,1.3678,103.9826,2023-06-15,June,24,5
Changi,2023-06-16,2023,6,16,0,30,32.5,27.6,1.3678,103.9826,2023-06-16,June,24,6
Changi,2023-06-17,2023,6,17,0,30.1,33.3,28.4,1.3678,103.9826,2023-06-17,June,24,7
Changi,2023-06-18,2023,6,18,8.6,28.2,31.8,23.6,1.3678,103.9826,2023-06-18,June,24,1
Changi,2023-06-19,2023,6,19,3.2,29,33.3,26.2,1.3678,103.9826,2023-06-19,June,25,2
Changi,2023-06-20,2023,6,20,0,29.7,33,27.6,1.3678,103.9826,2023-06-20,June,25,3
Changi,2023-06-21,2023,6,21,0,30,32.5,28.1,1.3678,103.9826,2023-06-21,June,25,4
Changi,2023-06-22,2023,6,22,0,29.9,32.8,27.6,1.3678,103.9826,2023-06-22,June,25,5
Changi,2023-06-23,2023,6,23,0,29.4,32.7,27.8,1.3678,103.9826,2023-06-23,June,25,6
Changi,2023-06-24,2023,6,24,0,28.6,32.8,25.9,1.3678,103.9826,2023-06-24,June,25,7
Changi,2023-06-25,2023,6,25,0,29.2,32.8,26.7,1.3678,103.9826,2023-06-25,June,25,1
Changi,2023-06-26,2023,6,26,2.2,28.7,32.2,24.7,1.3678,103.9826,2023-06-26,June,26,2
Changi,2023-06-27,2023,6,27,39.6,28.2,31.6,23.5,1.3678,103.9826,2023-06-27,June,26,3
Changi,2023-06-28,2023,6,28,17,28.2,31,23.8,1.3678,103.9826,2023-06-28,June,26,4
Changi,2023-06-29,2023,6,29,0,29.5,32.4,27.5,1.3678,103.9826,2023-06-29,June,26,5
Changi,2023-06-30,2023,6,30,36.4,28.5,30.6,24,1.3678,103.9826,2023-06-30,June,26,6
Changi,2023-07-01,2023,7,1,0.4,27.9,31.3,25.2,1.3678,103.9826,2023-07-01,July,26,7
Changi,2023-07-02,2023,7,2,0,29.4,32.7,27.7,1.3678,103.9826,2023-07-02,July,26,1
Changi,2023-07-03,2023,7,3,0.2,29.2,32.5,27.8,1.3678,103.9826,2023-07-03,July,27,2
Changi,2023-07-04,2023,7,4,0,29.7,32.8,27.8,1.3678,103.9826,2023-07-04,July,27,3
Changi,2023-07-05,2023,7,5,0,29.3,33.6,26.7,1.3678,103.9826,2023-07-05,July,27,4
Changi,2023-07-06,2023,7,6,1.2,27.4,30.2,25.7,1.3678,103.9826,2023-07-06,July,27,5
Changi,2023-07-07,2023,7,7,14.4,27.8,32,23.9,1.3678,103.9826,2023-07-07,July,27,6
Changi,2023-07-08,2023,7,8,0,28.7,32.2,25.7,1.3678,103.9826,2023-07-08,July,27,7
Changi,2023-07-09,2023,7,9,11.2,28.3,32.5,24.7,1.3678,103.9826,2023-07-09,July,27,1
Changi,2023-07-10,2023,7,10,5.8,27.9,31,25.4,1.3678,103.9826,2023-07-10,July,28,2
Changi,2023-07-11,2023,7,11,4.6,26.3,28,25.1,1.3678,103.9826,2023-07-11,July,28,3
Changi,2023-07-12,2023,7,12,0,28.6,31.5,25.7,1.3678,103.9826,2023-07-12,July,28,4
Changi,2023-07-13,2023,7,13,0,29.8,32.9,27.1,1.3678,103.9826,2023-07-13,July,28,5
Changi,2023-07-14,2023,7,14,44.4,26.5,29.1,22.9,1.3678,103.9826,2023-07-14,July,28,6
Changi,2023-07-15,2023,7,15,0,28.2,31.3,25.6,1.3678,103.9826,2023-07-15,July,28,7
Changi,2023-07-16,2023,7,16,0,29.7,32.5,27.5,1.3678,103.9826,2023-07-16,July,28,1
Changi,2023-07-17,2023,7,17,0.2,29,31.3,27.9,1.3678,103.9826,2023-07-17,July,29,2
Changi,2023-07-18,2023,7,18,7.8,27.8,29.4,24.2,1.3678,103.9826,2023-07-18,July,29,3
Changi,2023-07-19,2023,7,19,15.8,28.1,30.2,25,1.3678,103.9826,2023-07-19,July,29,4
Changi,2023-07-20,2023,7,20,51.4,26.5,28.5,22.8,1.3678,103.9826,2023-07-20,July,29,5
Changi,2023-07-21,2023,7,21,0.4,28.9,31.6,27.2,1.3678,103.9826,2023-07-21,July,29,6
Changi,2023-07-22,2023,7,22,0,29.5,32.1,27.7,1.3678,103.9826,2023-07-22,July,29,7
Changi,2023-07-23,2023,7,23,0,29.1,31.4,27.8,1.3678,103.9826,2023-07-23,July,29,1
Changi,2023-07-24,2023,7,24,0,29.1,33.1,26.8,1.3678,103.9826,2023-07-24,July,30,2
Changi,2023-07-25,2023,7,25,0,29.6,32.7,27.5,1.3678,103.9826,2023-07-25,July,30,3
Changi,2023-07-26,2023,7,26,0,29.9,32.3,28.3,1.3678,103.9826,2023-07-26,July,30,4
Changi,2023-07-27,2023,7,27,0,30,32.4,28.4,1.3678,103.9826,2023-07-27,July,30,5
Changi,2023-07-28,2023,7,28,0.2,30,32.6,28.4,1.3678,103.9826,2023-07-28,July,30,6
Changi,2023-07-29,2023,7,29,0,29.8,32.4,28.4,1.3678,103.9826,2023-07-29,July,30,7
Changi,2023-07-30,2023,7,30,0,29.7,32.8,28.1,1.3678,103.9826,2023-07-30,July,30,1
Changi,2023-07-31,2023,7,31,0,29.4,32.4,27.8,1.3678,103.9826,2023-07-31,July,31,2
Changi,2023-08-01,2023,8,1,0,29.4,32.5,27.6,1.3678,103.9826,2023-08-01,August,31,3
Changi,2023-08-02,2023,8,2,0,29.7,32.6,27.5,1.3678,103.9826,2023-08-02,August,31,4
Changi,2023-08-03,2023,8,3,9.2,26.7,29.4,23.7,1.3678,103.9826,2023-08-03,August,31,5
Changi,2023-08-04,2023,8,4,0,28.9,32.6,25.7,1.3678,103.9826,2023-08-04,August,31,6
Changi,2023-08-05,2023,8,5,0,29.7,32.6,27.4,1.3678,103.9826,2023-08-05,August,31,7
Changi,2023-08-06,2023,8,6,0,29.6,33.2,27,1.3678,103.9826,2023-08-06,August,31,1
Changi,2023-08-07,2023,8,7,0,29.7,32.8,27.5,1.3678,103.9826,2023-08-07,August,32,2
Changi,2023-08-08,2023,8,8,24.4,28.8,32.5,24.9,1.3678,103.9826,2023-08-08,August,32,3
Changi,2023-08-09,2023,8,9,0,29.5,32.8,27.7,1.3678,103.9826,2023-08-09,August,32,4
Changi,2023-08-10,2023,8,10,0,29.7,32.4,28.2,1.3678,103.9826,2023-08-10,August,32,5
Changi,2023-08-11,2023,8,11,0,29.3,32.4,27.4,1.3678,103.9826,2023-08-11,August,32,6
Changi,2023-08-12,2023,8,12,0,29.3,32.1,27.8,1.3678,103.9826,2023-08-12,August,32,7
Changi,2023-08-13,2023,8,13,4.6,29.1,32.4,25.7,1.3678,103.9826,2023-08-13,August,32,1
Changi,2023-08-14,2023,8,14,23.2,27.3,31.5,24.4,1.3678,103.9826,2023-08-14,August,33,2
Changi,2023-08-15,2023,8,15,0,28.1,31.8,25.1,1.3678,103.9826,2023-08-15,August,33,3
Changi,2023-08-16,2023,8,16,3.8,28.4,31.8,24.9,1.3678,103.9826,2023-08-16,August,33,4
Changi,2023-08-17,2023,8,17,0,28.3,32,26.4,1.3678,103.9826,2023-08-17,August,33,5
Changi,2023-08-18,2023,8,18,8.6,27.3,29.8,25,1.3678,103.9826,2023-08-18,August,33,6
Changi,2023-08-19,2023,8,19,15.6,27.3,29.7,24.2,1.3678,103.9826,2023-08-19,August,33,7
Changi,2023-08-20,2023,8,20,0,28.8,31.1,26.7,1.3678,103.9826,2023-08-20,August,33,1
Changi,2023-08-21,2023,8,21,18.2,27.1,29.8,23.9,1.3678,103.9826,2023-08-21,August,34,2
Changi,2023-08-22,2023,8,22,0,29,32.7,25.6,1.3678,103.9826,2023-08-22,August,34,3
Changi,2023-08-23,2023,8,23,0,29.2,32.2,27,1.3678,103.9826,2023-08-23,August,34,4
