Station,Date,Year,Month,Day,Daily.Rainfall.Total..mm.,Mean.Temperature...C.,Maximum.Temperature...C.,Minimum.Temperature...C.,Latitude,Longitude,Date_mine,Month_Name,Week,Weekday
Ang Mo Kio,2021-01-01,2021,1,1,94.4,24,26.2,21.5,1.3764,103.8492,2023-01-01,January,53,6
Ang Mo Kio,2021-01-02,2021,1,2,114.4,23,24.5,21.6,1.3764,103.8492,2023-01-02,January,53,7
Ang Mo Kio,2021-01-03,2021,1,3,5.2,23.9,25.3,23.2,1.3764,103.8492,2023-01-03,January,53,1
Ang Mo Kio,2021-01-04,2021,1,4,0,25.1,27.9,23.1,1.3764,103.8492,2023-01-04,January,1,2
Ang Mo Kio,2021-01-05,2021,1,5,0,26.9,31.6,24.1,1.3764,103.8492,2023-01-05,January,1,3
Ang Mo Kio,2021-01-06,2021,1,6,0,26.9,30.3,25.1,1.3764,103.8492,2023-01-06,January,1,4
Ang Mo Kio,2021-01-07,2021,1,7,1.6,24.4,26,23.8,1.3764,103.8492,2023-01-07,January,1,5
Ang Mo Kio,2021-01-08,2021,1,8,12.6,25.3,27.5,24,1.3764,103.8492,2023-01-08,January,1,6
Ang Mo Kio,2021-01-09,2021,1,9,35.4,25.2,27.3,23.8,1.3764,103.8492,2023-01-09,January,1,7
Ang Mo Kio,2021-01-10,2021,1,10,118.6,23.7,24.1,23.4,1.3764,103.8492,2023-01-10,January,1,1
Ang Mo Kio,2021-01-11,2021,1,11,3.4,25.4,28.7,23.9,1.3764,103.8492,2023-01-11,January,2,2
Ang Mo Kio,2021-01-12,2021,1,12,11.2,25.1,28.4,23.5,1.3764,103.8492,2023-01-12,January,2,3
Ang Mo Kio,2021-01-13,2021,1,13,1.6,25.1,27.2,23.4,1.3764,103.8492,2023-01-13,January,2,4
Ang Mo Kio,2021-01-14,2021,1,14,0,25.7,28.8,23.3,1.3764,103.8492,2023-01-14,January,2,5
Ang Mo Kio,2021-01-15,2021,1,15,0,26.7,31.3,24.1,1.3764,103.8492,2023-01-15,January,2,6
Ang Mo Kio,2021-01-16,2021,1,16,0,26.9,30.3,24.6,1.3764,103.8492,2023-01-16,January,2,7
Ang Mo Kio,2021-01-17,2021,1,17,0,27,30.7,24.7,1.3764,103.8492,2023-01-17,January,2,1
Ang Mo Kio,2021-01-18,2021,1,18,0,26.1,28.3,24.7,1.3764,103.8492,2023-01-18,January,3,2
Ang Mo Kio,2021-01-19,2021,1,19,0,26.1,29.6,23.8,1.3764,103.8492,2023-01-19,January,3,3
Ang Mo Kio,2021-01-20,2021,1,20,0,26.2,29.2,23.9,1.3764,103.8492,2023-01-20,January,3,4
Ang Mo Kio,2021-01-21,2021,1,21,14.2,26.1,31.4,24,1.3764,103.8492,2023-01-21,January,3,5
Ang Mo Kio,2021-01-22,2021,1,22,18,25.6,30.8,23.8,1.3764,103.8492,2023-01-22,January,3,6
Ang Mo Kio,2021-01-23,2021,1,23,24.6,25.6,30.4,23.4,1.3764,103.8492,2023-01-23,January,3,7
Ang Mo Kio,2021-01-24,2021,1,24,0,26.5,31.6,23.4,1.3764,103.8492,2023-01-24,January,3,1
Ang Mo Kio,2021-01-25,2021,1,25,13,26.8,31.5,24.6,1.3764,103.8492,2023-01-25,January,4,2
Ang Mo Kio,2021-01-26,2021,1,26,0,27.1,32,24.2,1.3764,103.8492,2023-01-26,January,4,3
Ang Mo Kio,2021-01-27,2021,1,27,0,26.7,30.9,24.2,1.3764,103.8492,2023-01-27,January,4,4
Ang Mo Kio,2021-01-28,2021,1,28,14.2,25.6,28.8,23.4,1.3764,103.8492,2023-01-28,January,4,5
Ang Mo Kio,2021-01-29,2021,1,29,0,26.6,31.1,24,1.3764,103.8492,2023-01-29,January,4,6
Ang Mo Kio,2021-01-30,2021,1,30,0,26.6,30.8,24.3,1.3764,103.8492,2023-01-30,January,4,7
Ang Mo Kio,2021-01-31,2021,1,31,5.2,26.1,29.5,23.6,1.3764,103.8492,2023-01-31,January,4,1
Ang Mo Kio,2021-02-01,2021,2,1,0,26.7,30.1,24.8,1.3764,103.8492,2023-02-01,February,5,2
Ang Mo Kio,2021-02-02,2021,2,2,0,26.8,30,25.1,1.3764,103.8492,2023-02-02,February,5,3
Ang Mo Kio,2021-02-03,2021,2,3,0,26.9,30.9,24.9,1.3764,103.8492,2023-02-03,February,5,4
Ang Mo Kio,2021-02-04,2021,2,4,0,26.6,31,24,1.3764,103.8492,2023-02-04,February,5,5
Ang Mo Kio,2021-02-05,2021,2,5,0,27,31.8,24.1,1.3764,103.8492,2023-02-05,February,5,6
Ang Mo Kio,2021-02-06,2021,2,6,0,27.3,31.3,24.9,1.3764,103.8492,2023-02-06,February,5,7
Ang Mo Kio,2021-02-07,2021,2,7,0,27.5,32.6,24.5,1.3764,103.8492,2023-02-07,February,5,1
Ang Mo Kio,2021-02-08,2021,2,8,0.8,27.2,32,24.9,1.3764,103.8492,2023-02-08,February,6,2
Ang Mo Kio,2021-02-09,2021,2,9,4.2,27.3,32.4,24.8,1.3764,103.8492,2023-02-09,February,6,3
Ang Mo Kio,2021-02-10,2021,2,10,2.2,27,30.7,24.9,1.3764,103.8492,2023-02-10,February,6,4
Ang Mo Kio,2021-02-11,2021,2,11,0.2,27.4,32.1,24.5,1.3764,103.8492,2023-02-11,February,6,5
Ang Mo Kio,2021-02-12,2021,2,12,6.6,26.8,30.7,24.9,1.3764,103.8492,2023-02-12,February,6,6
Ang Mo Kio,2021-02-13,2021,2,13,2.6,27.1,31.9,24.8,1.3764,103.8492,2023-02-13,February,6,7
Ang Mo Kio,2021-02-14,2021,2,14,0.6,26.7,30.7,24.7,1.3764,103.8492,2023-02-14,February,6,1
Ang Mo Kio,2021-02-15,2021,2,15,0,26.8,31,24.2,1.3764,103.8492,2023-02-15,February,7,2
Ang Mo Kio,2021-02-16,2021,2,16,0,26.6,31,23.9,1.3764,103.8492,2023-02-16,February,7,3
Ang Mo Kio,2021-02-17,2021,2,17,0,26.7,31.2,23.7,1.3764,103.8492,2023-02-17,February,7,4
Ang Mo Kio,2021-02-18,2021,2,18,0,26.5,31.3,23.1,1.3764,103.8492,2023-02-18,February,7,5
Ang Mo Kio,2021-02-19,2021,2,19,0,26.6,30.2,24.2,1.3764,103.8492,2023-02-19,February,7,6
Ang Mo Kio,2021-02-20,2021,2,20,0.2,26.6,30.4,24.5,1.3764,103.8492,2023-02-20,February,7,7
Ang Mo Kio,2021-02-21,2021,2,21,0,26.8,31.1,24.3,1.3764,103.8492,2023-02-21,February,7,1
Ang Mo Kio,2021-02-22,2021,2,22,0,26.8,31.5,24.1,1.3764,103.8492,2023-02-22,February,8,2
Ang Mo Kio,2021-02-23,2021,2,23,0,26.8,32.8,23.7,1.3764,103.8492,2023-02-23,February,8,3
Ang Mo Kio,2021-02-24,2021,2,24,0.4,26.5,30.8,23.8,1.3764,103.8492,2023-02-24,February,8,4
Ang Mo Kio,2021-02-25,2021,2,25,0.2,27.6,33.4,24,1.3764,103.8492,2023-02-25,February,8,5
Ang Mo Kio,2021-02-26,2021,2,26,0,28.4,35.5,24.4,1.3764,103.8492,2023-02-26,February,8,6
Ang Mo Kio,2021-02-27,2021,2,27,0,28.8,34.3,25.4,1.3764,103.8492,2023-02-27,February,8,7
Ang Mo Kio,2021-02-28,2021,2,28,0,28.5,33.6,25.1,1.3764,103.8492,2023-02-28,February,8,1
Ang Mo Kio,2021-03-01,2021,3,1,0,28.3,33.8,25.2,1.3764,103.8492,2023-03-01,March,9,2
Ang Mo Kio,2021-03-02,2021,3,2,0,28.1,33.7,25,1.3764,103.8492,2023-03-02,March,9,3
Ang Mo Kio,2021-03-03,2021,3,3,0,28.5,33.7,25.3,1.3764,103.8492,2023-03-03,March,9,4
Ang Mo Kio,2021-03-04,2021,3,4,0,28.5,33.9,25.6,1.3764,103.8492,2023-03-04,March,9,5
Ang Mo Kio,2021-03-05,2021,3,5,0,28.9,33.9,26.1,1.3764,103.8492,2023-03-05,March,9,6
Ang Mo Kio,2021-03-06,2021,3,6,0,28.5,33.4,25.9,1.3764,103.8492,2023-03-06,March,9,7
Ang Mo Kio,2021-03-07,2021,3,7,18.6,26.2,31.3,23.6,1.3764,103.8492,2023-03-07,March,9,1
Ang Mo Kio,2021-03-08,2021,3,8,0,27.7,33.6,24,1.3764,103.8492,2023-03-08,March,10,2
Ang Mo Kio,2021-03-09,2021,3,9,0,27.8,32.7,24.8,1.3764,103.8492,2023-03-09,March,10,3
Ang Mo Kio,2021-03-10,2021,3,10,0,28.1,34,24.5,1.3764,103.8492,2023-03-10,March,10,4
Ang Mo Kio,2021-03-11,2021,3,11,0,27.9,32.5,25.1,1.3764,103.8492,2023-03-11,March,10,5
Ang Mo Kio,2021-03-12,2021,3,12,3.6,26.6,31.2,25.1,1.3764,103.8492,2023-03-12,March,10,6
Ang Mo Kio,2021-03-13,2021,3,13,5.8,26.7,33.1,24.4,1.3764,103.8492,2023-03-13,March,10,7
Ang Mo Kio,2021-03-14,2021,3,14,0,27.5,31.2,24.8,1.3764,103.8492,2023-03-14,March,10,1
Ang Mo Kio,2021-03-15,2021,3,15,0.6,27.5,32.6,25.7,1.3764,103.8492,2023-03-15,March,11,2
Ang Mo Kio,2021-03-16,2021,3,16,0,28,32.7,25.1,1.3764,103.8492,2023-03-16,March,11,3
Ang Mo Kio,2021-03-17,2021,3,17,45,27,33.8,22.8,1.3764,103.8492,2023-03-17,March,11,4
Ang Mo Kio,2021-03-18,2021,3,18,10.4,27.3,34.2,23.8,1.3764,103.8492,2023-03-18,March,11,5
Ang Mo Kio,2021-03-19,2021,3,19,0,28.4,34.1,25.6,1.3764,103.8492,2023-03-19,March,11,6
Ang Mo Kio,2021-03-20,2021,3,20,17,27.7,33.6,23.1,1.3764,103.8492,2023-03-20,March,11,7
Ang Mo Kio,2021-03-21,2021,3,21,0,28.4,35,25.5,1.3764,103.8492,2023-03-21,March,11,1
Ang Mo Kio,2021-03-22,2021,3,22,0,28.4,33.7,25.8,1.3764,103.8492,2023-03-22,March,12,2
Ang Mo Kio,2021-03-23,2021,3,23,2,27.8,33.4,25.3,1.3764,103.8492,2023-03-23,March,12,3
Ang Mo Kio,2021-03-24,2021,3,24,7.6,26.1,31.5,24.5,1.3764,103.8492,2023-03-24,March,12,4
Ang Mo Kio,2021-03-25,2021,3,25,0.4,26.3,29.4,24.6,1.3764,103.8492,2023-03-25,March,12,5
Ang Mo Kio,2021-03-26,2021,3,26,0,28.5,33.5,25.5,1.3764,103.8492,2023-03-26,March,12,6
Ang Mo Kio,2021-03-27,2021,3,27,6.2,27.1,31.8,24.2,1.3764,103.8492,2023-03-27,March,12,7
Ang Mo Kio,2021-03-28,2021,3,28,0,28.7,34.4,25,1.3764,103.8492,2023-03-28,March,12,1
Ang Mo Kio,2021-03-29,2021,3,29,41,26.7,32.3,22.6,1.3764,103.8492,2023-03-29,March,13,2
Ang Mo Kio,2021-03-30,2021,3,30,0,28.1,34.7,24.9,1.3764,103.8492,2023-03-30,March,13,3
Ang Mo Kio,2021-03-31,2021,3,31,19.4,28.9,33.9,23.4,1.3764,103.8492,2023-03-31,March,13,4
Ang Mo Kio,2021-04-01,2021,4,1,0,30.3,34.1,27.3,1.3764,103.8492,2023-04-01,April,13,5
Ang Mo Kio,2021-04-02,2021,4,2,25.2,29.1,36.3,24.8,1.3764,103.8492,2023-04-02,April,13,6
Ang Mo Kio,2021-04-03,2021,4,3,6.6,27.9,34.8,25.1,1.3764,103.8492,2023-04-03,April,13,7
Ang Mo Kio,2021-04-04,2021,4,4,13,27.5,31.2,24.3,1.3764,103.8492,2023-04-04,April,13,1
Ang Mo Kio,2021-04-05,2021,4,5,48.8,27.2,33.2,24.3,1.3764,103.8492,2023-04-05,April,14,2
Ang Mo Kio,2021-04-06,2021,4,6,30.2,27.4,32.4,23.9,1.3764,103.8492,2023-04-06,April,14,3
Ang Mo Kio,2021-04-07,2021,4,7,0,28.8,33.9,25.2,1.3764,103.8492,2023-04-07,April,14,4
Ang Mo Kio,2021-04-08,2021,4,8,0.2,28.5,35.3,25.4,1.3764,103.8492,2023-04-08,April,14,5
Ang Mo Kio,2021-04-09,2021,4,9,6.2,28.3,33.8,25.2,1.3764,103.8492,2023-04-09,April,14,6
Ang Mo Kio,2021-04-10,2021,4,10,0,29.2,33.3,26.2,1.3764,103.8492,2023-04-10,April,14,7
Ang Mo Kio,2021-04-11,2021,4,11,0,29.6,33.8,26.7,1.3764,103.8492,2023-04-11,April,14,1
Ang Mo Kio,2021-04-12,2021,4,12,14.4,29,34.2,22.6,1.3764,103.8492,2023-04-12,April,15,2
Ang Mo Kio,2021-04-13,2021,4,13,18.8,28.1,32.2,23.7,1.3764,103.8492,2023-04-13,April,15,3
Ang Mo Kio,2021-04-14,2021,4,14,0,29,35.1,25.3,1.3764,103.8492,2023-04-14,April,15,4
Ang Mo Kio,2021-04-15,2021,4,15,36.4,26.6,32.7,23,1.3764,103.8492,2023-04-15,April,15,5
Ang Mo Kio,2021-04-16,2021,4,16,15.4,27.5,32.1,24.6,1.3764,103.8492,2023-04-16,April,15,6
Ang Mo Kio,2021-04-17,2021,4,17,53.2,25.5,30.7,22.8,1.3764,103.8492,2023-04-17,April,15,7
Ang Mo Kio,2021-04-18,2021,4,18,4.4,27.6,34.9,24.2,1.3764,103.8492,2023-04-18,April,15,1
Ang Mo Kio,2021-04-19,2021,4,19,3.4,27.8,31.3,24.9,1.3764,103.8492,2023-04-19,April,16,2
Ang Mo Kio,2021-04-20,2021,4,20,0,29.2,34.2,25.5,1.3764,103.8492,2023-04-20,April,16,3
Ang Mo Kio,2021-04-21,2021,4,21,0,29.2,34,27,1.3764,103.8492,2023-04-21,April,16,4
Ang Mo Kio,2021-04-22,2021,4,22,9.6,27,31.6,24.2,1.3764,103.8492,2023-04-22,April,16,5
Ang Mo Kio,2021-04-23,2021,4,23,0,28.8,32.2,24.8,1.3764,103.8492,2023-04-23,April,16,6
Ang Mo Kio,2021-04-24,2021,4,24,16,26.5,28.8,23.6,1.3764,103.8492,2023-04-24,April,16,7
Ang Mo Kio,2021-04-25,2021,4,25,0,29.5,34.6,25.6,1.3764,103.8492,2023-04-25,April,16,1
Ang Mo Kio,2021-04-26,2021,4,26,11.6,28.1,33.9,24.9,1.3764,103.8492,2023-04-26,April,17,2
Ang Mo Kio,2021-04-27,2021,4,27,1.2,27.6,31.7,25.6,1.3764,103.8492,2023-04-27,April,17,3
Ang Mo Kio,2021-04-28,2021,4,28,5.8,28.2,32.5,25.4,1.3764,103.8492,2023-04-28,April,17,4
Ang Mo Kio,2021-04-29,2021,4,29,0,28.8,33.3,26.2,1.3764,103.8492,2023-04-29,April,17,5
Ang Mo Kio,2021-04-30,2021,4,30,34.2,27.5,32.9,23.8,1.3764,103.8492,2023-04-30,April,17,6
Ang Mo Kio,2021-05-01,2021,5,1,0.4,28.3,32.8,25.1,1.3764,103.8492,2023-05-01,May,17,7
Ang Mo Kio,2021-05-02,2021,5,2,0,29.6,34.1,25.7,1.3764,103.8492,2023-05-02,May,17,1
Ang Mo Kio,2021-05-03,2021,5,3,0,29.9,34,26.8,1.3764,103.8492,2023-05-03,May,18,2
Ang Mo Kio,2021-05-04,2021,5,4,4.8,29,34.6,26.4,1.3764,103.8492,2023-05-04,May,18,3
Ang Mo Kio,2021-05-05,2021,5,5,30,27.3,32.3,24.4,1.3764,103.8492,2023-05-05,May,18,4
Ang Mo Kio,2021-05-06,2021,5,6,9.2,27.3,30.2,25.2,1.3764,103.8492,2023-05-06,May,18,5
Ang Mo Kio,2021-05-07,2021,5,7,0,28.5,31.7,26.1,1.3764,103.8492,2023-05-07,May,18,6
Ang Mo Kio,2021-05-08,2021,5,8,11.6,27.9,31.6,26,1.3764,103.8492,2023-05-08,May,18,7
Ang Mo Kio,2021-05-09,2021,5,9,5,28.1,33.9,25.2,1.3764,103.8492,2023-05-09,May,18,1
Ang Mo Kio,2021-05-10,2021,5,10,0,29.7,35.1,26.3,1.3764,103.8492,2023-05-10,May,19,2
Ang Mo Kio,2021-05-11,2021,5,11,6.4,29.7,34.6,26.4,1.3764,103.8492,2023-05-11,May,19,3
Ang Mo Kio,2021-05-12,2021,5,12,10,27.8,31.7,26,1.3764,103.8492,2023-05-12,May,19,4
Ang Mo Kio,2021-05-13,2021,5,13,5.4,28.6,33.8,25.5,1.3764,103.8492,2023-05-13,May,19,5
Ang Mo Kio,2021-05-14,2021,5,14,0.4,28.7,31.7,27,1.3764,103.8492,2023-05-14,May,19,6
Ang Mo Kio,2021-05-15,2021,5,15,0,28.7,33.3,25.7,1.3764,103.8492,2023-05-15,May,19,7
Ang Mo Kio,2021-05-16,2021,5,16,0,29.9,34.6,26.9,1.3764,103.8492,2023-05-16,May,19,1
Ang Mo Kio,2021-05-17,2021,5,17,44.2,27.8,30.6,25,1.3764,103.8492,2023-05-17,May,20,2
Ang Mo Kio,2021-05-18,2021,5,18,83.4,26.3,30.1,22.9,1.3764,103.8492,2023-05-18,May,20,3
Ang Mo Kio,2021-05-19,2021,5,19,0,28,30.8,26,1.3764,103.8492,2023-05-19,May,20,4
Ang Mo Kio,2021-05-20,2021,5,20,0,29.3,33.1,26,1.3764,103.8492,2023-05-20,May,20,5
Ang Mo Kio,2021-05-21,2021,5,21,35.4,27.8,32.9,23.8,1.3764,103.8492,2023-05-21,May,20,6
Ang Mo Kio,2021-05-22,2021,5,22,0,27.8,30.7,25.8,1.3764,103.8492,2023-05-22,May,20,7
Ang Mo Kio,2021-05-23,2021,5,23,0,30,33.6,26.6,1.3764,103.8492,2023-05-23,May,20,1
Ang Mo Kio,2021-05-24,2021,5,24,1.2,30.1,34.2,27.8,1.3764,103.8492,2023-05-24,May,21,2
Ang Mo Kio,2021-05-25,2021,5,25,0,30.4,33.9,28,1.3764,103.8492,2023-05-25,May,21,3
Ang Mo Kio,2021-05-26,2021,5,26,0,29.9,33.5,28.3,1.3764,103.8492,2023-05-26,May,21,4
Ang Mo Kio,2021-05-27,2021,5,27,17.4,28.9,32.3,24,1.3764,103.8492,2023-05-27,May,21,5
Ang Mo Kio,2021-05-28,2021,5,28,0,29.2,34.1,25.9,1.3764,103.8492,2023-05-28,May,21,6
Ang Mo Kio,2021-05-29,2021,5,29,0.4,28.7,32.4,26.9,1.3764,103.8492,2023-05-29,May,21,7
Ang Mo Kio,2021-05-30,2021,5,30,0,29.6,34.1,27.2,1.3764,103.8492,2023-05-30,May,21,1
Ang Mo Kio,2021-05-31,2021,5,31,7.4,29.6,33.1,24.2,1.3764,103.8492,2023-05-31,May,22,2
Ang Mo Kio,2021-06-01,2021,6,1,0,29.5,32.9,27.6,1.3764,103.8492,2023-06-01,June,22,3
Ang Mo Kio,2021-06-02,2021,6,2,27.2,28.9,32.6,24.3,1.3764,103.8492,2023-06-02,June,22,4
Ang Mo Kio,2021-06-03,2021,6,3,4.2,29.7,33.5,26.7,1.3764,103.8492,2023-06-03,June,22,5
Ang Mo Kio,2021-06-04,2021,6,4,11.6,30.2,34.1,25.2,1.3764,103.8492,2023-06-04,June,22,6
Ang Mo Kio,2021-06-05,2021,6,5,22.2,29.5,32.9,23.3,1.3764,103.8492,2023-06-05,June,22,7
Ang Mo Kio,2021-06-06,2021,6,6,0,30.1,34,26.9,1.3764,103.8492,2023-06-06,June,22,1
Ang Mo Kio,2021-06-07,2021,6,7,1.6,29.3,32.2,26.1,1.3764,103.8492,2023-06-07,June,23,2
Ang Mo Kio,2021-06-08,2021,6,8,0,29.3,32.9,25.9,1.3764,103.8492,2023-06-08,June,23,3
Ang Mo Kio,2021-06-09,2021,6,9,0,29.6,32.3,27.7,1.3764,103.8492,2023-06-09,June,23,4
Ang Mo Kio,2021-06-10,2021,6,10,2.4,28.7,33.7,25,1.3764,103.8492,2023-06-10,June,23,5
Ang Mo Kio,2021-06-11,2021,6,11,0,28.7,32.1,25.7,1.3764,103.8492,2023-06-11,June,23,6
Ang Mo Kio,2021-06-12,2021,6,12,0,29.6,34,27.3,1.3764,103.8492,2023-06-12,June,23,7
Ang Mo Kio,2021-06-13,2021,6,13,0.4,28.7,32.3,24.6,1.3764,103.8492,2023-06-13,June,23,1
Ang Mo Kio,2021-06-14,2021,6,14,0,28.9,33.6,27.1,1.3764,103.8492,2023-06-14,June,24,2
Ang Mo Kio,2021-06-15,2021,6,15,8.2,27.6,34.2,23.6,1.3764,103.8492,2023-06-15,June,24,3
Ang Mo Kio,2021-06-16,2021,6,16,0.2,28.3,32.7,25.1,1.3764,103.8492,2023-06-16,June,24,4
Ang Mo Kio,2021-06-17,2021,6,17,0,29.1,33.2,26.2,1.3764,103.8492,2023-06-17,June,24,5
Ang Mo Kio,2021-06-18,2021,6,18,23.6,26.7,29.6,24.3,1.3764,103.8492,2023-06-18,June,24,6
Ang Mo Kio,2021-06-19,2021,6,19,0.6,28.2,32.7,26.1,1.3764,103.8492,2023-06-19,June,24,7
Ang Mo Kio,2021-06-20,2021,6,20,5.4,27.4,32.5,23.4,1.3764,103.8492,2023-06-20,June,24,1
Ang Mo Kio,2021-06-21,2021,6,21,0,29,33.7,24.2,1.3764,103.8492,2023-06-21,June,25,2
Ang Mo Kio,2021-06-22,2021,6,22,15.4,28.5,32.2,22.8,1.3764,103.8492,2023-06-22,June,25,3
Ang Mo Kio,2021-06-23,2021,6,23,0,29.3,33.4,25,1.3764,103.8492,2023-06-23,June,25,4
Ang Mo Kio,2021-06-24,2021,6,24,9.4,29.2,33.7,25.6,1.3764,103.8492,2023-06-24,June,25,5
Ang Mo Kio,2021-06-25,2021,6,25,5,27.8,31.6,25.7,1.3764,103.8492,2023-06-25,June,25,6
Ang Mo Kio,2021-06-26,2021,6,26,50.6,27.8,31.9,23.4,1.3764,103.8492,2023-06-26,June,25,7
Ang Mo Kio,2021-06-27,2021,6,27,0.8,27.5,29,26.3,1.3764,103.8492,2023-06-27,June,25,1
Ang Mo Kio,2021-06-28,2021,6,28,0,29,33.2,25.8,1.3764,103.8492,2023-06-28,June,26,2
Ang Mo Kio,2021-06-29,2021,6,29,34.6,27.6,31.1,23.8,1.3764,103.8492,2023-06-29,June,26,3
Ang Mo Kio,2021-06-30,2021,6,30,0.2,28.3,33.1,24.2,1.3764,103.8492,2023-06-30,June,26,4
Ang Mo Kio,2021-07-01,2021,7,1,0,29.7,32.5,28.1,1.3764,103.8492,2023-07-01,July,26,5
Ang Mo Kio,2021-07-02,2021,7,2,0,29.3,33.9,27.2,1.3764,103.8492,2023-07-02,July,26,6
Ang Mo Kio,2021-07-03,2021,7,3,3.2,28.6,32.3,25,1.3764,103.8492,2023-07-03,July,26,7
Ang Mo Kio,2021-07-04,2021,7,4,2,26.7,28.8,24.5,1.3764,103.8492,2023-07-04,July,26,1
Ang Mo Kio,2021-07-05,2021,7,5,14.8,28,31.3,23.9,1.3764,103.8492,2023-07-05,July,27,2
Ang Mo Kio,2021-07-06,2021,7,6,26.8,27.8,30.8,22.7,1.3764,103.8492,2023-07-06,July,27,3
Ang Mo Kio,2021-07-07,2021,7,7,3.4,28.4,32.2,26.2,1.3764,103.8492,2023-07-07,July,27,4
Ang Mo Kio,2021-07-08,2021,7,8,0,29.5,33,26.8,1.3764,103.8492,2023-07-08,July,27,5
Ang Mo Kio,2021-07-09,2021,7,9,54.4,28.9,32.9,23.6,1.3764,103.8492,2023-07-09,July,27,6
Ang Mo Kio,2021-07-10,2021,7,10,7,25.9,29.2,24.3,1.3764,103.8492,2023-07-10,July,27,7
Ang Mo Kio,2021-07-11,2021,7,11,24.2,26.1,30.8,23.1,1.3764,103.8492,2023-07-11,July,27,1
Ang Mo Kio,2021-07-12,2021,7,12,26.6,26.6,33.8,23.6,1.3764,103.8492,2023-07-12,July,28,2
Ang Mo Kio,2021-07-13,2021,7,13,105.4,24.8,26.9,22.6,1.3764,103.8492,2023-07-13,July,28,3
Ang Mo Kio,2021-07-14,2021,7,14,0.2,26.8,29,24.3,1.3764,103.8492,2023-07-14,July,28,4
Ang Mo Kio,2021-07-15,2021,7,15,0,28.5,32.2,25,1.3764,103.8492,2023-07-15,July,28,5
Ang Mo Kio,2021-07-16,2021,7,16,0,29.4,32.7,27.6,1.3764,103.8492,2023-07-16,July,28,6
Ang Mo Kio,2021-07-17,2021,7,17,0,29.7,33.7,27.4,1.3764,103.8492,2023-07-17,July,28,7
Ang Mo Kio,2021-07-18,2021,7,18,0,29.8,33.8,27.8,1.3764,103.8492,2023-07-18,July,28,1
Ang Mo Kio,2021-07-19,2021,7,19,0,28.9,31.8,26.3,1.3764,103.8492,2023-07-19,July,29,2
Ang Mo Kio,2021-07-20,2021,7,20,0,30,33.3,27.1,1.3764,103.8492,2023-07-20,July,29,3
Ang Mo Kio,2021-07-21,2021,7,21,0,30.1,33.5,28,1.3764,103.8492,2023-07-21,July,29,4
Ang Mo Kio,2021-07-22,2021,7,22,0,30.3,34.5,27.7,1.3764,103.8492,2023-07-22,July,29,5
Ang Mo Kio,2021-07-23,2021,7,23,1.4,29.5,33.8,26,1.3764,103.8492,2023-07-23,July,29,6
Ang Mo Kio,2021-07-24,2021,7,24,0,29.6,33.6,26.6,1.3764,103.8492,2023-07-24,July,29,7
Ang Mo Kio,2021-07-25,2021,7,25,0,30.2,33.8,28,1.3764,103.8492,2023-07-25,July,29,1
Ang Mo Kio,2021-07-26,2021,7,26,0,29.8,32.5,28.2,1.3764,103.8492,2023-07-26,July,30,2
Ang Mo Kio,2021-07-27,2021,7,27,0,30.1,33.1,28.2,1.3764,103.8492,2023-07-27,July,30,3
Ang Mo Kio,2021-07-28,2021,7,28,0,30.2,33.4,28.4,1.3764,103.8492,2023-07-28,July,30,4
Ang Mo Kio,2021-07-29,2021,7,29,0,30.3,33.4,28.4,1.3764,103.8492,2023-07-29,July,30,5
Ang Mo Kio,2021-07-30,2021,7,30,0,30.5,34.4,28.4,1.3764,103.8492,2023-07-30,July,30,6
Ang Mo Kio,2021-07-31,2021,7,31,3.6,28.8,31.3,24.6,1.3764,103.8492,2023-07-31,July,30,7
Ang Mo Kio,2021-08-01,2021,8,1,40,27.9,31.3,23.2,1.3764,103.8492,2023-08-01,August,30,1
Ang Mo Kio,2021-08-02,2021,8,2,2.8,28.8,32.4,26.7,1.3764,103.8492,2023-08-02,August,31,2
Ang Mo Kio,2021-08-03,2021,8,3,1.8,28.7,32.8,23.8,1.3764,103.8492,2023-08-03,August,31,3
Ang Mo Kio,2021-08-04,2021,8,4,5,27.5,29.1,23.3,1.3764,103.8492,2023-08-04,August,31,4
Ang Mo Kio,2021-08-05,2021,8,5,0,29.6,34,27.3,1.3764,103.8492,2023-08-05,August,31,5
Ang Mo Kio,2021-08-06,2021,8,6,0,29.1,32.7,26.7,1.3764,103.8492,2023-08-06,August,31,6
Ang Mo Kio,2021-08-07,2021,8,7,25.8,28.5,33.5,25.1,1.3764,103.8492,2023-08-07,August,31,7
Ang Mo Kio,2021-08-08,2021,8,8,0.2,27.5,33.7,25.5,1.3764,103.8492,2023-08-08,August,31,1
Ang Mo Kio,2021-08-09,2021,8,9,1,28.9,33.9,24.7,1.3764,103.8492,2023-08-09,August,32,2
Ang Mo Kio,2021-08-10,2021,8,10,0,29.8,32.9,27.7,1.3764,103.8492,2023-08-10,August,32,3
Ang Mo Kio,2021-08-11,2021,8,11,0.8,29.1,31.7,26.6,1.3764,103.8492,2023-08-11,August,32,4
Ang Mo Kio,2021-08-12,2021,8,12,18.4,28.8,32.1,23.5,1.3764,103.8492,2023-08-12,August,32,5
Ang Mo Kio,2021-08-13,2021,8,13,3.6,28,32.3,26.1,1.3764,103.8492,2023-08-13,August,32,6
Ang Mo Kio,2021-08-14,2021,8,14,12.2,27.7,32.9,24,1.3764,103.8492,2023-08-14,August,32,7
